Date,Price,Market_cap,Volume
2024-02-12 00:00:00 UTC,1.9380417,2472669417,209800418.5
2024-02-13 00:00:00 UTC,2.075439554,2640185838,446950743.7
2024-02-14 00:00:00 UTC,2.047766109,2608238547,402873993.9
2024-02-15 00:00:00 UTC,2.110619479,2692512189,368652405.7
2024-02-16 00:00:00 UTC,2.071284512,2642972832,442747906.7
2024-02-17 00:00:00 UTC,2.013280793,2567615451,330498832.8
2024-02-18 00:00:00 UTC,1.968321677,2512601658,207543685.2
2024-02-19 00:00:00 UTC,2.033814013,2594554089,245158168.5
2024-02-20 00:00:00 UTC,2.053762207,2619794216,372784079.9
2024-02-21 00:00:00 UTC,2.010586645,2564382993,630785370.6
2024-02-22 00:00:00 UTC,1.880904315,2400766533,476737973.6
2024-02-23 00:00:00 UTC,1.813731832,2312027725,419199572.8
2024-02-24 00:00:00 UTC,1.806528089,2305294647,371196975.5
2024-02-25 00:00:00 UTC,1.844530959,2351959944,263151158.5
2024-02-26 00:00:00 UTC,1.898333202,2418848143,280485743.2
2024-02-27 00:00:00 UTC,1.929361149,2460254333,413781434.3
2024-02-28 00:00:00 UTC,1.893578149,2414238917,413143893.6
2024-02-29 00:00:00 UTC,1.904491479,2424446403,737014476.9
2024-03-01 00:00:00 UTC,1.946613586,2486593355,958700042.3
2024-03-02 00:00:00 UTC,1.985780228,2534107499,449936906.5
2024-03-03 00:00:00 UTC,2.021082772,2575543997,506522287.9
2024-03-04 00:00:00 UTC,2.045033481,2604182418,1057759226
2024-03-05 00:00:00 UTC,1.983467758,2525678446,753370926.2
2024-03-06 00:00:00 UTC,1.978201229,2868674596,1875359830
2024-03-07 00:00:00 UTC,2.05571001,2979085099,952023949.4
2024-03-08 00:00:00 UTC,2.16681205,3146471664,814499729.7
2024-03-09 00:00:00 UTC,2.139672419,3102325919,952084097.9
2024-03-10 00:00:00 UTC,2.099606404,3044140740,461173124.4
2024-03-11 00:00:00 UTC,2.069363239,3004259596,565976248.5
2024-03-12 00:00:00 UTC,2.084504817,3026420048,767664643.6
2024-03-13 00:00:00 UTC,2.017570773,2925556063,705541441.1
2024-03-14 00:00:00 UTC,2.117928473,3072236139,1085067814
2024-03-15 00:00:00 UTC,2.014226184,2921394781,889184459
2024-03-16 00:00:00 UTC,1.886138069,2740240016,889461802.6
2024-03-17 00:00:00 UTC,1.74736127,2528003697,930875494.8
2024-03-18 00:00:00 UTC,1.727623742,2503944656,720210999.6
2024-03-19 00:00:00 UTC,1.623589262,4328478409,850400104.9
2024-03-20 00:00:00 UTC,1.621762792,4321826403,1325181998
2024-03-21 00:00:00 UTC,1.747790683,4636970197,1173233593
2024-03-22 00:00:00 UTC,1.68529716,4472212946,769488042.9
2024-03-23 00:00:00 UTC,1.599495142,4228273401,523196143.5
2024-03-24 00:00:00 UTC,1.603207754,4260373489,328386413
2024-03-25 00:00:00 UTC,1.672042176,4432833083,376349203.1
2024-03-26 00:00:00 UTC,1.72347832,4565006400,526648929.1
2024-03-27 00:00:00 UTC,1.701646236,4510070414,482944302.7
2024-03-28 00:00:00 UTC,1.658233119,4381274960,517192555.7
2024-03-29 00:00:00 UTC,1.664263854,4420945954,351001303.9
2024-03-30 00:00:00 UTC,1.646898169,4369472341,274439105.7
2024-03-31 00:00:00 UTC,1.642232328,4351526254,240307568.4
2024-04-01 00:00:00 UTC,1.661159843,4409102060,207879497.3
2024-04-02 00:00:00 UTC,1.570789718,4173914533,391648762
2024-04-03 00:00:00 UTC,1.450591624,3853166561,545786034.2
2024-04-04 00:00:00 UTC,1.476661872,3920937244,362281099.6
2024-04-05 00:00:00 UTC,1.459086008,3868766015,318332518.6
2024-04-06 00:00:00 UTC,1.436113526,3812949187,309335400.4
2024-04-07 00:00:00 UTC,1.489991513,3951690300,193936761.4
2024-04-08 00:00:00 UTC,1.528053311,4056563064,202142283.6
2024-04-09 00:00:00 UTC,1.571397798,4170329169,330886806.3
2024-04-10 00:00:00 UTC,1.482943705,3939487315,434401043.2
2024-04-11 00:00:00 UTC,1.46507509,3888106841,307009689
2024-04-12 00:00:00 UTC,1.418060831,3762331249,224459235.2
2024-04-13 00:00:00 UTC,1.176151963,3115026957,809533558.9
2024-04-14 00:00:00 UTC,1.037068564,2756651030,961361723.8
2024-04-15 00:00:00 UTC,1.181347262,3144506359,793530066.8
2024-04-16 00:00:00 UTC,1.15487783,3060540629,570859650.5
2024-04-17 00:00:00 UTC,1.153951128,3065200271,415204703.7
2024-04-18 00:00:00 UTC,1.10645622,2933877501,293675171.7
2024-04-19 00:00:00 UTC,1.138386854,3021454858,265563221.4
2024-04-20 00:00:00 UTC,1.12723578,3000465807,360393493
2024-04-21 00:00:00 UTC,1.213900617,3224397181,212572399.9
2024-04-22 00:00:00 UTC,1.188255889,3153780642,192059657.8
2024-04-23 00:00:00 UTC,1.209137874,3210527320,219151165.9
2024-04-24 00:00:00 UTC,1.177155219,3122837818,198435513
2024-04-25 00:00:00 UTC,1.116319852,2960980981,308923203.8
2024-04-26 00:00:00 UTC,1.091633792,2897658694,230167165.6
2024-04-27 00:00:00 UTC,1.065099066,2825359361,176193934.9
2024-04-28 00:00:00 UTC,1.123524504,2973572494,301469175.1
2024-04-29 00:00:00 UTC,1.100168651,2923330707,296736933
2024-04-30 00:00:00 UTC,1.057825753,2809483284,293589162.4
2024-05-01 00:00:00 UTC,1.022721908,2723663453,416488171.4
2024-05-02 00:00:00 UTC,1.033411061,2745874821,522900110.4
2024-05-03 00:00:00 UTC,1.030085817,2733554413,323615409.8
2024-05-04 00:00:00 UTC,1.066399727,2835793793,326988699.5
2024-05-05 00:00:00 UTC,1.061608943,2819257646,229010502.9
2024-05-06 00:00:00 UTC,1.070760394,2838815981,251697951.4
2024-05-07 00:00:00 UTC,1.061415442,2818224837,400718292.5
